,combined_id,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
8032,29940.epa.rent_over_50_percent,5659.0,6764.0,7712.0,6725.0,7151.0,6516.0,5414.0,6074.0,5264.0,7356.0,6630.0,6871.0
8033,29940.epa.rent_25_to_50_percent,7316.0,5917.0,6671.0,7362.0,5985.0,7300.0,5899.0,8059.0,7796.0,7145.0,6758.0,8217.0
8034,29940.epa.rent_under_25_percent,3183.0,4236.0,3016.0,5213.0,4074.0,4594.0,5204.0,4574.0,3848.0,5984.0,5234.0,5040.0
8035,29940.epa.median_rent,584.0,594.0,664.0,670.0,716.0,660.0,667.0,693.0,693.0,714.0,743.0,796.0
8036,18700.epa.total_pop,81428.0,81859.0,82605.0,85575.0,85928.0,86430.0,86591.0,86316.0,87572.0,89385.0,90951.0,92101.0
8037,18700.epa.median_age,32.6,34.9,29.8,32.4,31.7,31.8,32.9,31.8,33.5,32.5,32.0,33.2
8038,18700.epa.nonfamily_households,13631.0,14484.0,15172.0,14666.0,13745.0,14756.0,15462.0,15884.0,15524.0,14192.0,14772.0,14720.0
8039,18700.epa.family_households,19315.0,19434.0,18226.0,18222.0,19343.0,18639.0,18147.0,18020.0,19538.0,20351.0,20673.0,20800.0
8040,18700.epa.high_school_including_ged,9302.0,7992.0,7025.0,8136.0,7335.0,7479.0,7793.0,8235.0,7898.0,5657.0,7287.0,8297.0
8041,18700.epa.graduate_professional_degree,11831.0,11804.0,10071.0,11077.0,10890.0,12197.0,12794.0,13001.0,13187.0,13244.0,13835.0,14064.0
8042,18700.epa.some_college_and_associates_degree,13459.0,15914.0,14080.0,14939.0,16533.0,13825.0,14703.0,13544.0,12918.0,16729.0,16758.0,15479.0
8043,18700.epa.housing_units,35206.0,35490.0,35609.0,36258.0,36397.0,36663.0,36832.0,37115.0,37695.0,37792.0,38286.0,38442.0
8044,18700.epa.occupied_housing_units,32946.0,33918.0,33398.0,32888.0,33088.0,33395.0,33609.0,33904.0,35062.0,34543.0,35445.0,35520.0
8045,18700.epa.median_structure_age,44.0,42.0,43.0,42.0,42.0,42.0,42.0,42.0,42.0,39.0,41.0,40.0
8046,18700.epa.dwellings_under_4_units,24780.0,25154.0,26418.0,27361.0,24726.0,25840.0,27682.0,25692.0,27309.0,27248.0,29503.0,27773.0
8047,18700.epa.dwellings_5_to_19_units,5397.0,4256.0,5131.0,3512.0,4095.0,4552.0,3353.0,5724.0,5601.0,4610.0,3994.0,5098.0
8048,18700.epa.dwellings_20_to_49_units,886.0,2039.0,1312.0,1413.0,2303.0,1398.0,1639.0,1155.0,922.0,1432.0,1556.0,1663.0
8049,18700.epa.dwellings_50_or_more_units,1469.0,1770.0,1144.0,2020.0,1860.0,2595.0,2330.0,2227.0,1329.0,1740.0,1360.0,1370.0
8050,18700.epa.walked_to_work,3241.0,2735.0,4085.0,4089.0,3198.0,,3020.0,3916.0,1927.0,3900.0,3480.0,4361.0
8051,18700.epa.commuters_by_public_transportation,,,,,,,,1318.0,,,1296.0,
8052,18700.epa.commuters_by_car_truck_van,32862.0,29177.0,27954.0,26723.0,26036.0,,27811.0,27692.0,30580.0,29953.0,33548.0,32635.0
8053,18700.epa.commute_under_10_mins,,,,,,,,,,,,
8054,18700.epa.commute_10_29_mins,21816.0,21344.0,22258.0,22410.0,20048.0,22861.0,20306.0,22109.0,23683.0,23060.0,25626.0,26654.0
8055,18700.epa.commute_30_59_mins,,,,,,,,,,,,
8056,18700.epa.commute_over_60_mins,,,,,,,,,,,,
8057,18700.epa.income_per_capita,25726.0,29712.0,24037.0,25302.0,23672.0,26904.0,26293.0,28257.0,31618.0,30516.0,33185.0,32374.0
8058,18700.epa.gini_index,0.467,0.494,0.457,0.496,0.4925,0.4839,0.4697,0.4804,0.4872,0.4911,0.4943,0.4671
8059,18700.epa.poverty,15075.0,13947.0,15374.0,17228.0,20590.0,18961.0,18762.0,16518.0,16570.0,17134.0,14883.0,14757.0
8060,18700.epa.rent_over_50_percent,4721.0,5433.0,5059.0,5436.0,5424.0,5329.0,5048.0,5825.0,4502.0,5199.0,5311.0,5402.0
8061,18700.epa.rent_25_to_50_percent,4519.0,3947.0,4889.0,3349.0,3317.0,3765.0,4898.0,4962.0,3594.0,4739.0,5229.0,4021.0
8062,18700.epa.rent_under_25_percent,2949.0,2982.0,2671.0,2414.0,2756.0,2757.0,1663.0,2912.0,3584.0,1836.0,3112.0,3262.0
8063,18700.epa.median_rent,622.0,619.0,676.0,642.0,685.0,735.0,763.0,808.0,794.0,915.0,923.0,968.0
8064,24500.epa.total_pop,81775.0,82026.0,82178.0,81519.0,81837.0,81723.0,82384.0,82344.0,82278.0,81755.0,81654.0,81643.0
8065,24500.epa.median_age,39.9,39.2,37.9,39.6,38.2,37.8,37.4,36.5,39.2,38.6,39.5,37.7
8066,24500.epa.nonfamily_households,10968.0,11205.0,12193.0,11104.0,12173.0,12731.0,11761.0,13352.0,12998.0,13031.0,12782.0,13342.0
8067,24500.epa.family_households,21162.0,22072.0,20559.0,21949.0,20014.0,20740.0,22731.0,20666.0,21377.0,20728.0,20564.0,22216.0
8068,24500.epa.high_school_including_ged,20064.0,16360.0,15964.0,14415.0,16725.0,18885.0,17529.0,15601.0,18860.0,16572.0,18730.0,17762.0
8069,24500.epa.graduate_professional_degree,4033.0,3472.0,4572.0,3611.0,2992.0,3704.0,5364.0,5422.0,4285.0,3504.0,5182.0,4891.0
8070,24500.epa.some_college_and_associates_degree,17950.0,21295.0,20294.0,21020.0,20328.0,18579.0,18015.0,20021.0,17707.0,21078.0,16819.0,20709.0
8071,24500.epa.housing_units,36316.0,36358.0,36530.0,37309.0,37477.0,37443.0,37365.0,37560.0,37932.0,38058.0,38839.0,39037.0
8072,24500.epa.occupied_housing_units,32130.0,33277.0,32752.0,33053.0,32187.0,33471.0,34492.0,34018.0,34375.0,33759.0,33346.0,35558.0
8073,24500.epa.median_structure_age,55.0,55.0,51.0,50.0,53.0,53.0,52.0,51.0,52.0,47.0,49.0,49.0
8074,24500.epa.dwellings_under_4_units,28404.0,28661.0,28007.0,28785.0,29292.0,28624.0,29197.0,29625.0,28533.0,29131.0,30432.0,29723.0
8075,24500.epa.dwellings_5_to_19_units,2473.0,2759.0,2434.0,2888.0,2785.0,2953.0,2726.0,2087.0,3257.0,2775.0,2612.0,3156.0
8076,24500.epa.dwellings_20_to_49_units,709.0,1753.0,1873.0,1679.0,850.0,1998.0,1429.0,1292.0,782.0,1649.0,739.0,1113.0
8077,24500.epa.dwellings_50_or_more_units,873.0,811.0,602.0,416.0,905.0,565.0,603.0,276.0,1010.0,1558.0,921.0,1423.0
8078,24500.epa.walked_to_work,1251.0,,,,1119.0,,,,1494.0,,,
8079,24500.epa.commuters_by_public_transportation,1101.0,,,,,,,,,,,
8080,24500.epa.commuters_by_car_truck_van,33198.0,,,,35258.0,,,,35172.0,,,
8081,24500.epa.commute_under_10_mins,,,,,,,,,,,,
8082,24500.epa.commute_10_29_mins,21097.0,23632.0,26700.0,20677.0,26445.0,23113.0,24553.0,24120.0,26483.0,24147.0,22998.0,25627.0
8083,24500.epa.commute_30_59_mins,,,,,,,,,,,,
8084,24500.epa.commute_over_60_mins,,,,,,,,,,,,
8085,24500.epa.income_per_capita,21770.0,22387.0,22406.0,23429.0,22472.0,23650.0,25654.0,24352.0,28455.0,26619.0,30181.0,29743.0
8086,24500.epa.gini_index,0.444,0.405,0.451,0.411,0.4158,0.4367,0.4599,0.4375,0.5014,0.4703,0.4885,0.4469
8087,24500.epa.poverty,11280.0,10768.0,12459.0,9468.0,12397.0,15919.0,12814.0,10664.0,11456.0,11861.0,8199.0,10945.0
8088,24500.epa.rent_over_50_percent,2039.0,1576.0,1541.0,2262.0,1758.0,2768.0,2286.0,1619.0,2553.0,2480.0,1865.0,2367.0
8089,24500.epa.rent_25_to_50_percent,2264.0,3529.0,2900.0,3589.0,3423.0,4817.0,4198.0,5371.0,5895.0,4540.0,3720.0,5944.0
8090,24500.epa.rent_under_25_percent,3303.0,3201.0,3083.0,2807.0,3706.0,2992.0,3639.0,2694.0,2692.0,3276.0,2826.0,3977.0
8091,24500.epa.median_rent,397.0,448.0,435.0,515.0,506.0,531.0,558.0,553.0,634.0,628.0,624.0,707.0
8092,14580.epa.total_pop,89204.0,91791.0,90343.0,89658.0,91377.0,92614.0,94720.0,97308.0,100739.0,104502.0,107810.0,111876.0
8093,14580.epa.median_age,30.1,32.2,29.3,31.9,33.3,32.6,32.9,33.4,33.6,33.7,33.4,33.8
8094,14580.epa.nonfamily_households,13023.0,13425.0,15585.0,13428.0,14837.0,13858.0,14801.0,17144.0,16958.0,16305.0,17802.0,18570.0
8095,14580.epa.family_households,20602.0,20796.0,18275.0,21916.0,22359.0,22333.0,22966.0,21923.0,23734.0,23339.0,26513.0,25853.0
8096,14580.epa.high_school_including_ged,10924.0,12032.0,11172.0,10973.0,11494.0,12539.0,10706.0,13328.0,12213.0,11272.0,12499.0,12816.0
8097,14580.epa.graduate_professional_degree,7938.0,9234.0,8178.0,8659.0,8436.0,8075.0,9020.0,10204.0,12343.0,10964.0,10957.0,13143.0
8098,14580.epa.some_college_and_associates_degree,16120.0,18483.0,16023.0,18826.0,15897.0,17176.0,19797.0,17538.0,17051.0,19703.0,19114.0,21795.0
8099,14580.epa.housing_units,37446.0,39399.0,38449.0,41330.0,42601.0,42962.0,43477.0,44857.0,45969.0,47341.0,49452.0,51000.0
8100,14580.epa.occupied_housing_units,33625.0,34221.0,33860.0,35344.0,37196.0,36191.0,37767.0,39067.0,40692.0,39644.0,44315.0,44423.0
8101,14580.epa.median_structure_age,31.0,28.0,29.0,28.0,28.0,26.0,27.0,28.0,25.0,27.0,25.0,25.0
8102,14580.epa.dwellings_under_4_units,31142.0,32051.0,30554.0,33674.0,35425.0,35115.0,33961.0,36663.0,36282.0,39085.0,39205.0,40136.0
8103,14580.epa.dwellings_5_to_19_units,2421.0,3171.0,3603.0,3733.0,3079.0,3560.0,4480.0,2977.0,3667.0,3532.0,4519.0,4278.0
8104,14580.epa.dwellings_20_to_49_units,414.0,345.0,323.0,544.0,1171.0,855.0,918.0,429.0,1352.0,1576.0,802.0,1207.0
8105,14580.epa.dwellings_50_or_more_units,637.0,311.0,899.0,663.0,584.0,623.0,847.0,570.0,432.0,984.0,615.0,1269.0
8106,14580.epa.walked_to_work,2377.0,,3088.0,2402.0,,2935.0,2992.0,3090.0,3575.0,,3097.0,4581.0
8107,14580.epa.commuters_by_public_transportation,,,432.0,,,705.0,,,,,200.0,636.0
8108,14580.epa.commuters_by_car_truck_van,41396.0,,39518.0,38027.0,,40400.0,42841.0,42866.0,45139.0,,51739.0,49463.0
8109,14580.epa.commute_under_10_mins,,,,,,,,,,,,
8110,14580.epa.commute_10_29_mins,29875.0,28311.0,25047.0,23905.0,27180.0,29086.0,30098.0,31300.0,31458.0,34790.0,34303.0,35692.0
8111,14580.epa.commute_30_59_mins,,,,,,,,,,,,
8112,14580.epa.commute_over_60_mins,,,,,,,,,,,,
8113,14580.epa.income_per_capita,26581.0,28169.0,24304.0,25850.0,27098.0,30700.0,30298.0,27980.0,32635.0,36379.0,33729.0,34879.0
8114,14580.epa.gini_index,0.444,0.415,0.431,0.437,0.4263,0.499,0.4561,0.4505,0.4626,0.5056,0.4529,0.4509
8115,14580.epa.poverty,11845.0,10061.0,13128.0,11904.0,11206.0,12251.0,13653.0,14675.0,11004.0,13242.0,11129.0,9917.0
8116,14580.epa.rent_over_50_percent,3036.0,2187.0,2519.0,3238.0,2675.0,3293.0,3668.0,3854.0,3721.0,3079.0,4467.0,3581.0
8117,14580.epa.rent_25_to_50_percent,3844.0,4574.0,5015.0,4694.0,4681.0,4330.0,5290.0,6076.0,5053.0,6491.0,6022.0,6163.0
8118,14580.epa.rent_under_25_percent,2657.0,3768.0,1919.0,2945.0,4161.0,4271.0,3700.0,3683.0,3252.0,3923.0,3243.0,4652.0
8119,14580.epa.median_rent,695.0,750.0,638.0,704.0,725.0,767.0,715.0,770.0,847.0,839.0,934.0,1023.0
8120,30020.epa.total_pop,113811.0,111772.0,113228.0,125368.0,125815.0,126390.0,131396.0,131395.0,130581.0,127762.0,127735.0,125696.0
8121,30020.epa.median_age,31.9,32.8,30.9,31.2,31.5,32.0,31.6,32.5,33.2,33.7,33.7,33.7
8122,30020.epa.nonfamily_households,10180.0,14358.0,11209.0,14532.0,15615.0,15365.0,16749.0,14486.0,15148.0,15175.0,16500.0,14529.0
8123,30020.epa.family_households,30957.0,27698.0,30138.0,31609.0,29264.0,28105.0,29122.0,29162.0,28530.0,29936.0,29509.0,30082.0
8124,30020.epa.high_school_including_ged,26104.0,23867.0,23468.0,27245.0,24908.0,27356.0,27814.0,25070.0,27272.0,26471.0,23914.0,25409.0
8125,30020.epa.graduate_professional_degree,5080.0,4117.0,4938.0,4975.0,6429.0,4511.0,4753.0,5438.0,5364.0,6637.0,8031.0,8334.0
8126,30020.epa.some_college_and_associates_degree,20680.0,22173.0,23606.0,27047.0,27428.0,27134.0,27844.0,29210.0,29051.0,27869.0,29924.0,27157.0
8127,30020.epa.housing_units,47211.0,48020.0,48263.0,50888.0,51731.0,51295.0,54405.0,54613.0,54704.0,54681.0,54754.0,54668.0
8128,30020.epa.occupied_housing_units,41137.0,42056.0,41347.0,46141.0,44879.0,43470.0,45871.0,43648.0,43678.0,45111.0,46009.0,44611.0
8129,30020.epa.median_structure_age,44.0,46.0,45.0,43.0,43.0,44.0,43.0,44.0,42.0,43.0,42.0,44.0
8130,30020.epa.dwellings_under_4_units,38792.0,40471.0,38920.0,41599.0,40968.0,41116.0,44722.0,43996.0,43051.0,44598.0,44136.0,45027.0
8131,30020.epa.dwellings_5_to_19_units,3463.0,3772.0,5455.0,4985.0,5505.0,5468.0,5235.0,5328.0,6761.0,5163.0,4673.0,5508.0
8132,30020.epa.dwellings_20_to_49_units,247.0,382.0,580.0,833.0,1142.0,1310.0,1723.0,1115.0,1050.0,1264.0,1674.0,527.0
8133,30020.epa.dwellings_50_or_more_units,220.0,557.0,240.0,574.0,1018.0,503.0,548.0,801.0,721.0,786.0,1076.0,1274.0
8134,30020.epa.walked_to_work,1069.0,,,,2234.0,,1753.0,,,823.0,1997.0,
8135,30020.epa.commuters_by_public_transportation,343.0,,,785.0,906.0,,,,,,217.0,
8136,30020.epa.commuters_by_car_truck_van,43103.0,,,,50964.0,,49238.0,,,47099.0,48519.0,
8137,30020.epa.commute_under_10_mins,,,,,,,,,,,,
8138,30020.epa.commute_10_29_mins,31447.0,30913.0,30882.0,35782.0,36230.0,33048.0,36732.0,32819.0,36599.0,31132.0,34141.0,29887.0
8139,30020.epa.commute_30_59_mins,,,,,,,,,,,,
8140,30020.epa.commute_over_60_mins,,,,,,,,,,,,
8141,30020.epa.income_per_capita,19749.0,19786.0,20434.0,21048.0,22930.0,20787.0,21839.0,23444.0,22700.0,25782.0,25971.0,25177.0
8142,30020.epa.gini_index,0.426,0.428,0.395,0.431,0.4418,0.4106,0.454,0.4543,0.4509,0.4341,0.4571,0.4359
8143,30020.epa.poverty,20088.0,19478.0,12590.0,20099.0,19688.0,19673.0,24842.0,22230.0,16884.0,17449.0,19084.0,18573.0
8144,30020.epa.rent_over_50_percent,2920.0,3789.0,2566.0,4080.0,3197.0,3465.0,4912.0,3341.0,3550.0,4181.0,4059.0,3105.0
8145,30020.epa.rent_25_to_50_percent,5942.0,5521.0,4761.0,6602.0,7544.0,5177.0,7958.0,6433.0,6244.0,6436.0,6972.0,6766.0
8146,30020.epa.rent_under_25_percent,4402.0,3683.0,5426.0,5617.0,5826.0,5506.0,4646.0,4915.0,5839.0,7616.0,6925.0,6656.0
8147,30020.epa.median_rent,449.0,461.0,530.0,529.0,612.0,598.0,599.0,599.0,599.0,594.0,654.0,628.0
8148,25260.epa.total_pop,148875.0,149518.0,148764.0,153174.0,153765.0,151364.0,150960.0,150269.0,150965.0,149785.0,150101.0,151366.0
8149,25260.epa.median_age,29.5,30.5,30.3,30.7,32.2,31.7,31.6,30.9,31.8,31.8,32.2,32.0
8150,25260.epa.nonfamily_households,8513.0,9902.0,9681.0,8538.0,8414.0,9232.0,9709.0,9328.0,11337.0,9479.0,8681.0,9953.0
8151,25260.epa.family_households,30501.0,30593.0,28988.0,32280.0,32386.0,31144.0,32104.0,32268.0,31355.0,33611.0,34348.0,33774.0
8152,25260.epa.high_school_including_ged,28382.0,25423.0,23263.0,24615.0,21800.0,26047.0,22406.0,22507.0,22123.0,28265.0,23033.0,23578.0
8153,25260.epa.graduate_professional_degree,3459.0,2620.0,2596.0,2811.0,3718.0,2727.0,3640.0,2934.0,4663.0,3431.0,3531.0,4404.0
8154,25260.epa.some_college_and_associates_degree,24066.0,28317.0,30404.0,28832.0,29953.0,31222.0,31688.0,32131.0,30324.0,29719.0,33074.0,32400.0
8155,25260.epa.housing_units,41825.0,42244.0,42520.0,43900.0,44175.0,44193.0,44522.0,44872.0,45251.0,45763.0,46399.0,46649.0
8156,25260.epa.occupied_housing_units,39014.0,40495.0,38669.0,40818.0,40800.0,40376.0,41813.0,41596.0,42692.0,43090.0,43029.0,43727.0
8157,25260.epa.median_structure_age,37.0,36.0,36.0,36.0,37.0,40.0,36.0,37.0,37.0,38.0,33.0,32.0
8158,25260.epa.dwellings_under_4_units,34508.0,37173.0,36592.0,37623.0,37153.0,35875.0,37563.0,38059.0,36983.0,39068.0,39101.0,39801.0
8159,25260.epa.dwellings_5_to_19_units,3153.0,2220.0,3286.0,3034.0,1776.0,2633.0,4161.0,3055.0,3816.0,4062.0,2921.0,2245.0
8160,25260.epa.dwellings_20_to_49_units,688.0,225.0,283.0,518.0,792.0,950.0,489.0,483.0,756.0,424.0,1015.0,1142.0
8161,25260.epa.dwellings_50_or_more_units,967.0,933.0,573.0,547.0,1889.0,1770.0,712.0,1019.0,1232.0,787.0,1534.0,1285.0
8162,25260.epa.walked_to_work,3348.0,1794.0,1145.0,1039.0,,,1183.0,1322.0,,1308.0,1182.0,
8163,25260.epa.commuters_by_public_transportation,382.0,1874.0,735.0,1072.0,,171.0,2131.0,232.0,123.0,70.0,236.0,253.0
8164,25260.epa.commuters_by_car_truck_van,48308.0,50408.0,50510.0,50800.0,,,48535.0,47587.0,,51706.0,51374.0,
8165,25260.epa.commute_under_10_mins,,,,,,,,,,,,
8166,25260.epa.commute_10_29_mins,28453.0,30983.0,28338.0,33154.0,27493.0,27304.0,27812.0,24786.0,25939.0,27693.0,26900.0,23546.0
8167,25260.epa.commute_30_59_mins,,,,,,,,,,,,
8168,25260.epa.commute_over_60_mins,,,,,,,,,,,,
8169,25260.epa.income_per_capita,17228.0,18510.0,16516.0,17129.0,18028.0,18619.0,17948.0,17378.0,20377.0,20471.0,20825.0,22628.0
8170,25260.epa.gini_index,0.402,0.404,0.424,0.437,0.4457,0.4595,0.4505,0.4596,0.4678,0.4321,0.4027,0.4043
8171,25260.epa.poverty,19310.0,20689.0,23452.0,30425.0,27101.0,27819.0,28473.0,35623.0,31453.0,21565.0,24935.0,26299.0
8172,25260.epa.rent_over_50_percent,2541.0,2701.0,4226.0,4667.0,4272.0,4308.0,4275.0,5799.0,4115.0,4949.0,3295.0,2691.0
8173,25260.epa.rent_25_to_50_percent,5863.0,6410.0,6052.0,7233.0,6415.0,8092.0,8198.0,6957.0,8836.0,6859.0,7263.0,8127.0
8174,25260.epa.rent_under_25_percent,3071.0,5921.0,4667.0,3605.0,3023.0,5319.0,4370.0,4321.0,4744.0,5817.0,4698.0,5753.0
8175,25260.epa.median_rent,595.0,750.0,690.0,692.0,769.0,691.0,694.0,712.0,776.0,754.0,735.0,851.0
8176,20940.epa.total_pop,161867.0,163972.0,166874.0,175234.0,177057.0,176948.0,176584.0,179091.0,180191.0,180883.0,182830.0,181827.0
8177,20940.epa.median_age,30.4,29.7,30.3,31.8,31.8,32.0,31.9,32.3,32.6,32.5,32.5,33.1
8178,20940.epa.nonfamily_households,9607.0,9172.0,9809.0,8549.0,11703.0,10170.0,10351.0,9733.0,10535.0,9905.0,9901.0,10972.0
8179,20940.epa.family_households,36705.0,37662.0,38731.0,39657.0,37087.0,36577.0,37079.0,33902.0,34623.0,34950.0,34577.0,30792.0
8180,20940.epa.high_school_including_ged,24179.0,21005.0,20409.0,22594.0,22772.0,25106.0,23718.0,23659.0,23264.0,26038.0,31324.0,
8181,20940.epa.graduate_professional_degree,3022.0,4297.0,4498.0,4696.0,4722.0,3786.0,3663.0,4642.0,5487.0,4725.0,5185.0,
8182,20940.epa.some_college_and_associates_degree,23859.0,27778.0,26456.0,29584.0,32415.0,29816.0,35008.0,32642.0,33910.0,34525.0,31297.0,
8183,20940.epa.housing_units,53650.0,54469.0,54880.0,56090.0,56291.0,56117.0,56492.0,56963.0,57229.0,57386.0,57742.0,57893.0
8184,20940.epa.occupied_housing_units,46312.0,46834.0,48540.0,48206.0,48790.0,46747.0,47430.0,43635.0,45158.0,44855.0,44478.0,41764.0
8185,20940.epa.median_structure_age,38.0,34.0,36.0,34.0,35.0,34.0,34.0,34.0,29.0,30.0,29.0,29.0
8186,20940.epa.dwellings_under_4_units,39294.0,40661.0,39976.0,42488.0,42474.0,43185.0,43629.0,43634.0,43717.0,45453.0,44446.0,43838.0
8187,20940.epa.dwellings_5_to_19_units,4321.0,4100.0,2954.0,4401.0,5091.0,4291.0,5774.0,4954.0,4920.0,5661.0,5641.0,5920.0
8188,20940.epa.dwellings_20_to_49_units,1249.0,1689.0,2136.0,682.0,1128.0,822.0,697.0,1085.0,573.0,789.0,844.0,1022.0
8189,20940.epa.dwellings_50_or_more_units,2610.0,1605.0,2398.0,895.0,1418.0,1272.0,1679.0,951.0,753.0,720.0,1508.0,946.0
8190,20940.epa.walked_to_work,1996.0,2786.0,1451.0,,1626.0,1782.0,762.0,995.0,,1848.0,1150.0,
8191,20940.epa.commuters_by_public_transportation,557.0,384.0,1024.0,478.0,870.0,727.0,633.0,503.0,425.0,131.0,,
8192,20940.epa.commuters_by_car_truck_van,46865.0,49879.0,49252.0,,52407.0,48149.0,52380.0,52312.0,,53759.0,51613.0,
8193,20940.epa.commute_under_10_mins,,,,,,,,,,,,
8194,20940.epa.commute_10_29_mins,28227.0,27232.0,29455.0,32588.0,30122.0,28528.0,32566.0,31934.0,33560.0,34831.0,28433.0,34346.0
8195,20940.epa.commute_30_59_mins,,,,,,,,,,,,
8196,20940.epa.commute_over_60_mins,,,,,,,,,,,,
8197,20940.epa.income_per_capita,14996.0,15840.0,16613.0,15886.0,16238.0,14833.0,16107.0,16226.0,15757.0,17180.0,18521.0,16920.0
8198,20940.epa.gini_index,0.478,0.462,0.493,0.441,0.4821,0.4673,0.4419,0.484,0.4621,0.4746,0.4803,0.4448
8199,20940.epa.poverty,32564.0,35151.0,35743.0,35499.0,44333.0,37332.0,36645.0,40249.0,42638.0,42303.0,35831.0,39815.0
8200,20940.epa.rent_over_50_percent,5781.0,4462.0,5871.0,5584.0,6415.0,6160.0,5320.0,5903.0,5730.0,3972.0,4511.0,3580.0
8201,20940.epa.rent_25_to_50_percent,8223.0,8388.0,5859.0,6195.0,7785.0,6655.0,8182.0,5666.0,7055.0,5881.0,5819.0,5048.0
8202,20940.epa.rent_under_25_percent,3781.0,4905.0,3883.0,4117.0,3291.0,3618.0,5098.0,4727.0,3855.0,4379.0,3454.0,2736.0
8203,20940.epa.median_rent,499.0,545.0,547.0,615.0,592.0,595.0,639.0,658.0,636.0,652.0,675.0,638.0
8204,41660.epa.total_pop,107440.0,109787.0,110409.0,112484.0,113614.0,114946.0,116914.0,118296.0,120106.0,120189.0,119317.0,119310.0
8205,41660.epa.median_age,35.2,33.5,33.5,33.9,34.1,34.6,34.3,33.8,34.1,33.9,34.2,34.1
8206,41660.epa.nonfamily_households,13679.0,13080.0,13781.0,13821.0,13250.0,15190.0,16421.0,17049.0,17364.0,16153.0,15721.0,15288.0
8207,41660.epa.family_households,27475.0,28235.0,29161.0,28371.0,29176.0,27914.0,27638.0,26094.0,27773.0,27891.0,26946.0,28650.0
8208,41660.epa.high_school_including_ged,20299.0,20171.0,20444.0,23430.0,20433.0,24714.0,21135.0,22649.0,22351.0,21901.0,24911.0,
8209,41660.epa.graduate_professional_degree,4713.0,4863.0,3691.0,3483.0,6455.0,5617.0,4792.0,5474.0,5324.0,6144.0,6035.0,
8210,41660.epa.some_college_and_associates_degree,19767.0,19561.0,21904.0,21101.0,19827.0,23540.0,23045.0,23487.0,23601.0,24025.0,26305.0,
8211,41660.epa.housing_units,46557.0,47253.0,47126.0,47602.0,48104.0,47723.0,47923.0,48584.0,49153.0,49397.0,49355.0,49393.0
8212,41660.epa.occupied_housing_units,41154.0,41315.0,42942.0,42192.0,42426.0,43104.0,44059.0,43143.0,45137.0,44044.0,42667.0,43938.0
8213,41660.epa.median_structure_age,46.0,46.0,45.0,44.0,42.0,43.0,44.0,45.0,42.0,44.0,43.0,43.0
8214,41660.epa.dwellings_under_4_units,37197.0,36377.0,36971.0,36704.0,37475.0,36361.0,37698.0,37982.0,37398.0,37960.0,38315.0,38191.0
8215,41660.epa.dwellings_5_to_19_units,2533.0,5319.0,4685.0,5477.0,4927.0,5711.0,3994.0,4077.0,3119.0,2254.0,2514.0,3122.0
8216,41660.epa.dwellings_20_to_49_units,1604.0,919.0,905.0,863.0,935.0,987.0,1405.0,963.0,1573.0,894.0,1825.0,1465.0
8217,41660.epa.dwellings_50_or_more_units,1817.0,2296.0,2229.0,2001.0,1071.0,1335.0,2275.0,2444.0,3967.0,4601.0,3631.0,3411.0
8218,41660.epa.walked_to_work,2362.0,,,,,,,,,,,
8219,41660.epa.commuters_by_public_transportation,623.0,,,,,,,,,,,
8220,41660.epa.commuters_by_car_truck_van,44288.0,,,,,,,,,,,
8221,41660.epa.commute_under_10_mins,,,,,,,,,,,,
8222,41660.epa.commute_10_29_mins,32314.0,31678.0,33351.0,31171.0,34645.0,34471.0,35124.0,32493.0,34579.0,35800.0,35621.0,36581.0
8223,41660.epa.commute_30_59_mins,,,,,,,,,,,,
8224,41660.epa.commute_over_60_mins,,,,,,,,,,,,
8225,41660.epa.income_per_capita,20767.0,21345.0,22182.0,21099.0,23030.0,23226.0,24799.0,28682.0,26490.0,27435.0,27482.0,27569.0
8226,41660.epa.gini_index,0.428,0.404,0.446,0.461,0.4744,0.428,0.4465,0.5417,0.4743,0.4486,0.4649,0.4602
8227,41660.epa.poverty,15885.0,12842.0,16364.0,21025.0,18898.0,17531.0,13518.0,17011.0,18715.0,13541.0,12904.0,18362.0
8228,41660.epa.rent_over_50_percent,1925.0,2825.0,2733.0,3228.0,3497.0,2950.0,3167.0,3105.0,3782.0,3429.0,2403.0,3519.0
8229,41660.epa.rent_25_to_50_percent,4410.0,3424.0,4385.0,4835.0,4930.0,6034.0,4508.0,6668.0,6409.0,5771.0,5793.0,6098.0
8230,41660.epa.rent_under_25_percent,2965.0,4716.0,2971.0,3096.0,4326.0,5351.0,5052.0,4612.0,4315.0,4654.0,3735.0,5280.0
8231,41660.epa.median_rent,515.0,513.0,564.0,524.0,567.0,548.0,630.0,637.0,687.0,688.0,696.0,733.0
8232,36020.epa.total_pop,81326.0,81424.0,81054.0,78681.0,78971.0,79177.0,78801.0,79275.0,80593.0,82636.0,83159.0,84460.0
8233,36020.epa.median_age,39.4,41.8,44.5,42.7,44.8,44.0,44.1,44.5,45.6,45.4,43.5,44.2
8234,36020.epa.nonfamily_households,8468.0,8902.0,10195.0,11080.0,10084.0,9667.0,11268.0,10069.0,12016.0,9631.0,11823.0,10416.0
8235,36020.epa.family_households,22891.0,23348.0,21515.0,21605.0,22848.0,23287.0,21722.0,22395.0,20923.0,23734.0,22714.0,24156.0
